folder,image,ground_truth,prediction,cer_score
21,4.jpg,đồ,d6,1.0
21,5.jpg,chặn,ch. 2a,1.0
21,30.jpg,tiếp,"⁄ˆ
tp",1.0
21,31.jpg,ngay,,1.0
21,32.jpg,bất,ja,1.0
21,18.jpg,đại,2%,1.0
21,12.jpg,hiện,z^>,1.0
19,7.jpg,tròn,1t,1.0
19,9.jpg,là,íè,1.0
41,35.jpg,chỉ,,1.0
41,36.jpg,những,,1.0
41,37.jpg,lơ,(ã,1.0
41,38.jpg,góp,f®%,1.0
41,27.jpg,lãi,v2,1.0
19,79.jpg,đại,4,1.0
19,67.jpg,biết,"i
kb",1.0
19,68.jpg,nhu,cc,1.0
19,70.jpg,tạo,+,1.0
19,73.jpg,lai,/_,1.0
19,74.jpg,vụ,ni,1.0
19,88.jpg,sắt,kƒ,1.0
19,89.jpg,trưa,on,1.0
19,76.jpg,của,,1.0
41,28.jpg,giá,k-,1.0
18,85.jpg,lý,v,1.0
18,88.jpg,ra,.,1.0
18,99.jpg,cua,cao.,1.0
18,100.jpg,với,,1.0
41,1.jpg,bộ,&,1.0
41,5.jpg,rất,,1.0
41,6.jpg,trên,2©,1.0
21,19.jpg,đẹp,_,1.0
21,44.jpg,khu,,1.0
21,48.jpg,su,c,1.0
21,35.jpg,phục,(^~,1.0
21,37.jpg,hiệu,,1.0
21,38.jpg,được,ä_z,1.0
21,39.jpg,chỉ,s⁄,1.0
21,60.jpg,ngay,“#2,1.0
21,63.jpg,tôm,”.,1.0
18,92.jpg,chuẩn,đa),1.0
21,24.jpg,nhân,wwcu,1.0
21,10.jpg,luận,“,1.0
41,10.jpg,thành,#⁄^>⁄,1.0
41,14.jpg,kiến,“ý,1.0
21,25.jpg,hai,“^,1.0
21,28.jpg,đường,,1.0
21,29.jpg,hết,,1.0
18,83.jpg,quân,gxeh,1.0
41,17.jpg,sau,tư,1.0
41,21.jpg,đồng,vớ],1.0
41,22.jpg,xa,2v,1.0
41,7.jpg,cấp,"_
cp",1.0
18,93.jpg,cảnh,,1.0
18,94.jpg,gặp,7ø,1.0
18,97.jpg,vậy,n.u,1.0
18,98.jpg,tay,cụ,1.0
41,15.jpg,nguyên,,1.0
111,33.jpg,trắng,"ai,",1.0
111,34.jpg,lại,œ,1.0
111,36.jpg,suy,.,1.0
111,37.jpg,thu,va,1.0
111,39.jpg,và,”,1.0
111,56.jpg,hong,“øø,1.0
111,58.jpg,hình,"ah,",1.0
122,34.jpg,trụ,.,1.0
111,74.jpg,000,o^o,1.0
111,60.jpg,buôn,km,1.0
111,64.jpg,sáng,am,1.0
111,67.jpg,thay,+4,1.0
111,51.jpg,đường,c ^,1.0
10,48.jpg,cứu,,1.0
10,49.jpg,thiết,1,1.0
10,34.jpg,5,6,1.0
111,70.jpg,xong,—,1.0
10,59.jpg,bs,5,1.0
10,61.jpg,hợp,âã,1.0
10,63.jpg,cấp,ø,1.0
10,51.jpg,hoãn,^,1.0
111,22.jpg,lúc,.,1.0
111,9.jpg,họ,to,1.0
111,10.jpg,đón,ca,1.0
36,83.jpg,thị,"..""",1.0
111,13.jpg,lấy,a6,1.0
111,40.jpg,trình,,1.0
111,25.jpg,50,<<,1.0
111,27.jpg,đầu,“iä,1.0
111,28.jpg,sinh,nax⁄,1.0
111,29.jpg,chất,5,1.0
111,32.jpg,xin,⁄⁄⁄,1.0
36,82.jpg,chuyện,_,1.0
111,12.jpg,khăn,2⁄2,1.0
111,89.jpg,nếu,"~
vu",1.0
111,90.jpg,ứ,,1.0
111,91.jpg,gái,#ø,1.0
111,76.jpg,chỉ,~⁄z,1.0
111,77.jpg,diện,ch 6,1.0
111,78.jpg,viên,n4,1.0
111,79.jpg,dần,—,1.0
10,38.jpg,hi,aá,1.0
111,94.jpg,thủ,{ù!,1.0
111,95.jpg,phạm,['%n,1.0
111,96.jpg,kiểng,ở,1.0
111,98.jpg,thất,”,1.0
111,100.jpg,bờ,l.,1.0
111,44.jpg,họ,⁄c,1.0
111,48.jpg,một,⁄,1.0
111,49.jpg,vì,m,1.0
111,92.jpg,khi,âu.,1.0
10,39.jpg,văn,%6,1.0
10,40.jpg,bọn,dœ,1.0
10,41.jpg,hút,^wé,1.0
111,68.jpg,điều,cất,1.0
10,52.jpg,bàn,kè.,1.0
10,53.jpg,huệ,4\u,1.0
10,54.jpg,bàn,,1.0
111,88.jpg,nước,"n
ú
@",1.0
10,58.jpg,nilông,,1.0
10,43.jpg,hứa,&,1.0
10,44.jpg,địa,,1.0
111,80.jpg,1,4,1.0
10,25.jpg,đã,x.,1.0
10,26.jpg,chi,“í„,1.0
10,28.jpg,khởi,⁄⁄⁄^,1.0
10,31.jpg,g,⁄,1.0
10,56.jpg,đã,_,1.0
36,30.jpg,vợ,w,1.0
36,31.jpg,định,lí,1.0
36,32.jpg,thúc,x,1.0
36,20.jpg,thạch,“tel;,1.0
36,22.jpg,cheo,⁄⁄,1.0
10,92.jpg,hai,áx:,1.0
10,93.jpg,sống,,1.0
111,15.jpg,đó,_,1.0
10,97.jpg,cho,4,1.0
10,98.jpg,10,lô,1.0
10,84.jpg,được,,1.0
10,86.jpg,vậy,sơ,1.0
36,66.jpg,họ,áo,1.0
36,56.jpg,đánh,w,1.0
36,46.jpg,bs,l.,1.0
36,49.jpg,tiên,+,1.0
10,96.jpg,kinh,,1.0
25,24.jpg,thủ,.,1.0
25,25.jpg,phòng,=,1.0
25,26.jpg,cụ,c~^,1.0
25,27.jpg,đầu,p,1.0
25,28.jpg,chết,xa,1.0
25,29.jpg,"xe "" bò "" đến cuối đường hầm, nơi chiếc máy khoan đang hì hục làm việc, thì dừng lại. dưới ánh sáng mờ mờ, hai mũi khoan đường kính phi 45 to đùng cắm sâu vào lòng núi tựa như một con bọ cạp trong tư thế nghênh chiến. dẫu ống thông hơi đường kính gần 2 m đã gí sát cũng chỉ làm giảm chút ít sự ngột ngạt đang bao trùm ở cuối đường hầm, nơi những người thợ đang làm. thấy chúng tôi tháo mũ bảo hộ ra tác nghiệp, tổ trưởng đinh trung duy chạy ngay tới gần ra hiệu bằng tay ngầm chỉ "" đá rơi "".",,1.0
25,30.jpg,thẳng,.,1.0
36,29.jpg,tôi,cn,1.0
36,25.jpg,ha,v,1.0
36,27.jpg,được,dì,1.0
36,13.jpg,khai,—~,1.0
36,14.jpg,ít,“,1.0
36,15.jpg,cho,2,1.0
36,16.jpg,rầu,nó,1.0
36,18.jpg,là,(,1.0
36,42.jpg,tôi,,1.0
36,24.jpg,nguyên,v,1.0
111,8.jpg,tay,đu,1.0
36,93.jpg,kết,l,1.0
36,94.jpg,hiểu,l,1.0
36,95.jpg,mỗi,_—,1.0
36,98.jpg,cùng,—,1.0
36,87.jpg,mình,_—,1.0
10,71.jpg,mới,⁄nêi,1.0
36,70.jpg,cửa,,1.0
10,74.jpg,tổ,s5,1.0
111,3.jpg,nhập,a4,1.0
111,6.jpg,vọng,cơ,1.0
10,87.jpg,lỗi,cc,1.0
10,88.jpg,đây,2u,1.0
10,77.jpg,sa,áø,1.0
10,81.jpg,thu,+,1.0
111,14.jpg,lần,.,1.0
10,72.jpg,lại,áx,1.0
36,72.jpg,bản,1.),1.0
36,73.jpg,nguyên,ự^4®,1.0
36,75.jpg,đến,gdz,1.0
36,60.jpg,đâu,z~,1.0
36,62.jpg,hùng,,1.0
25,12.jpg,1,{,1.0
25,14.jpg,triển,“co,1.0
36,79.jpg,ghép,#ø,1.0
25,4.jpg,khu,“,1.0
25,6.jpg,ngả,v2,1.0
36,68.jpg,ta,+,1.0
36,69.jpg,hồ,⁄,1.0
36,89.jpg,xe,2,1.0
36,91.jpg,mạch,^ø,1.0
36,76.jpg,với,”,1.0
36,78.jpg,sêrêpôk,30 /cpth,1.0
25,1.jpg,tiếng,,1.0
122,60.jpg,dung,chon),1.0
122,61.jpg,16,lb,1.0
17,24.jpg,đồng,,1.0
17,25.jpg,đ,j,1.0
17,28.jpg,chỉ,,1.0
17,29.jpg,nước,32.,1.0
17,30.jpg,trạm,1},1.0
112,4.jpg,bảo,-_,1.0
17,21.jpg,quyền,mà |,1.0
17,8.jpg,tìm,li,1.0
122,73.jpg,tuổi,,1.0
122,74.jpg,đất,4,1.0
17,32.jpg,đã,l,1.0
17,33.jpg,thực,vú,1.0
17,36.jpg,môn,2,1.0
17,37.jpg,phải,"`
jˆ",1.0
17,18.jpg,2,,1.0
122,92.jpg,thất,#k,1.0
17,1.jpg,tồn,l_,1.0
17,4.jpg,lý,ái,1.0
17,6.jpg,xe,..,1.0
17,7.jpg,khoát,⁄4/⁄4,1.0
112,95.jpg,lực,(è,1.0
112,99.jpg,cúng,~—,1.0
17,15.jpg,được,z8,1.0
122,62.jpg,là,⁄,1.0
122,54.jpg,thì,1,1.0
122,45.jpg,rầu,vùi,1.0
122,46.jpg,hai,á,1.0
17,10.jpg,"trong đó có 2 quần đảo hoàng sa, trường sa và 2.577 đảo lớn, nhỏ,",,1.0
17,11.jpg,về,”—,1.0
17,12.jpg,đưa,⁄2,1.0
17,13.jpg,địa,cl,1.0
112,87.jpg,lãnh,{i1,1.0
122,37.jpg,thuận,kv,1.0
122,38.jpg,một,,1.0
122,41.jpg,xe,4,1.0
122,21.jpg,đại,äcu,1.0
122,22.jpg,dài,,1.0
122,23.jpg,là hợp đồng vô hiệu.,,1.0
122,26.jpg,lại,k,1.0
17,39.jpg,tại,g2,1.0
122,12.jpg,nhân,n&#«~,1.0
122,13.jpg,sống,xúm,1.0
122,14.jpg,tư,/,1.0
17,79.jpg,chế,~—,1.0
122,28.jpg,xanh,41,1.0
122,30.jpg,dũng,àửaa,1.0
122,32.jpg,thủ,,1.0
122,33.jpg,sự,x,1.0
122,11.jpg,trạm,đhưøm,1.0
17,40.jpg,hoạt,ecx,1.0
17,41.jpg,đầu,,1.0
17,44.jpg,len,1l,1.0
17,47.jpg,tế,.,1.0
17,48.jpg,cho,“,1.0
17,61.jpg,người,đò,1.0
17,62.jpg,trí,„..,1.0
122,36.jpg,tòa,cự,1.0
17,69.jpg,to,-tb,1.0
17,70.jpg,ra,/—,1.0
17,72.jpg,thanh,5⁄06,1.0
17,57.jpg,này,,1.0
17,58.jpg,nước,"ca,",1.0
17,59.jpg,hai,n,1.0
122,47.jpg,phải,0⁄41,1.0
122,48.jpg,não,",",1.0
17,56.jpg,thiện,209,1.0
10,17.jpg,một,on,1.0
10,18.jpg,nhà,|,1.0
10,20.jpg,người,mu,1.0
10,24.jpg,phong,ác,1.0
10,7.jpg,chủ,/..,1.0
10,8.jpg,"sự việc nói trên đã gây bất bình cho hàng trăm hộ dân có đất ở mua tại khu dân cư mới xuân hải, gây nên kiện cáo kéo dài.",,1.0
112,58.jpg,sa,xc,1.0
112,82.jpg,khai,áo:,1.0
112,47.jpg,lược,,1.0
112,48.jpg,làn,1⁄ễn,1.0
112,49.jpg,văn,(^^,1.0
112,100.jpg,ít,si,1.0
112,59.jpg,tục,| wc,1.0
112,61.jpg,đỗi,øđ-,1.0
112,63.jpg,dự,,1.0
112,64.jpg,công,#d,1.0
112,44.jpg,đã,~,1.0
112,7.jpg,rất,r⁄xr,1.0
112,29.jpg,hành,,1.0
112,30.jpg,sở,_,1.0
112,32.jpg,trường,,1.0
112,34.jpg,đem,ấn,1.0
112,18.jpg,với,ca,1.0
112,19.jpg,đèn,chủ,1.0
10,4.jpg,tung,øể22,1.0
112,21.jpg,tại,...,1.0
10,5.jpg,ông,4,1.0
112,38.jpg,hcm,xxx,1.0
112,41.jpg,chiều,,1.0
112,42.jpg,bác,00,1.0
112,26.jpg,thực,đóa,1.0
10,9.jpg,trộn,hô,1.0
10,15.jpg,cá,số,1.0
112,20.jpg,thôn,1⁄4,1.0
122,89.jpg,người,"ma
giải",1.0
122,79.jpg,nước,wốt,1.0
122,80.jpg,lũ,“^,1.0
122,68.jpg,triển,"ø
{2",1.0
122,69.jpg,khẩn,e «,1.0
122,72.jpg,ở,.,1.0
122,94.jpg,ra,w,1.0
112,66.jpg,cấp,"⁄
_",1.0
122,97.jpg,giàu,z^~,1.0
122,98.jpg,lập,(,1.0
122,83.jpg,người,vớ,1.0
112,88.jpg,tiêu,+⁄,1.0
112,91.jpg,phương,_pkiều,1.0
112,75.jpg,sắp,é,1.0
112,76.jpg,đủ,ẩn,1.0
112,81.jpg,vụ,vl(,1.0
122,95.jpg,cua,caac_,1.0
112,52.jpg,dài,_m,1.0
112,55.jpg,đến,c0,1.0
112,57.jpg,thường,7uk2a,1.0
112,17.jpg,30,6ø,1.0
112,69.jpg,ban,-,1.0
112,70.jpg,mộng,e,1.0
112,71.jpg,vậy,,1.0
122,88.jpg,trời,dạ,1.0
112,73.jpg,hồ,,1.0
112,22.jpg,võ,số,1.0
112,24.jpg,vùng,k,1.0
112,9.jpg,thể,”⁄2,1.0
112,10.jpg,tìm,lu,1.0
112,11.jpg,biển,~,1.0
112,15.jpg,không,(9u,1.0
112,16.jpg,tóc,ẫ®(,1.0
112,72.jpg,ủng,"ứng
⁄",1.0
147,18.jpg,công,t⁄⁄4,1.0
147,4.jpg,dừng,26,1.0
147,26.jpg,giảm,ng,1.0
60,100.jpg,xáng,⁄z,1.0
100,3.jpg,đỏ,cá,1.0
100,7.jpg,người,cơ,1.0
147,43.jpg,thuộc,1,1.0
140,61.jpg,trường,wwàà,1.0
147,29.jpg,lẽ,⁄-,1.0
147,30.jpg,tại,iớm,1.0
147,31.jpg,đứng,“iờa,1.0
147,32.jpg,bị,x,1.0
147,33.jpg,giữ,ở,1.0
147,19.jpg,thứ,vn,1.0
147,44.jpg,2004,øo,1.0
147,46.jpg,việc,2,1.0
147,28.jpg,cộng,1,1.0
100,20.jpg,ở,ả,1.0
34,86.jpg,để,“4,1.0
34,87.jpg,vụ,^^,1.0
34,88.jpg,kỳ,ls,1.0
34,92.jpg,rất,6n,1.0
147,5.jpg,đến,,1.0
147,7.jpg,hoạt,⁄œ,1.0
147,16.jpg,về,m,1.0
34,95.jpg,người,'wgdềl,1.0
34,96.jpg,lĩnh,trả,1.0
34,98.jpg,kỹ,đƒ,1.0
34,99.jpg,vụ,w,1.0
34,59.jpg,đây,~“^,1.0
34,60.jpg,triệu,,1.0
147,12.jpg,khẳng,"z4
m",1.0
147,13.jpg,xây,,1.0
147,10.jpg,chuyện,lx,1.0
147,54.jpg,để,no,1.0
147,80.jpg,năm,),1.0
147,82.jpg,trưng,ì aànj,1.0
147,83.jpg,thành,4,1.0
147,70.jpg,bại,đo,1.0
147,72.jpg,trạng,li,1.0
147,76.jpg,bị,ø,1.0
147,50.jpg,ông,cu,1.0
60,88.jpg,định,“„⁄,1.0
60,75.jpg,bạch,642l,1.0
60,76.jpg,định,#„á,1.0
60,79.jpg,hạnh,4,1.0
60,82.jpg,được,1,1.0
147,78.jpg,nhà,x,1.0
147,79.jpg,nên,"ø
n2",1.0
60,93.jpg,đất,lý,1.0
147,77.jpg,gần,k,1.0
147,51.jpg,đá,z,1.0
147,39.jpg,cùng,^^,1.0
147,42.jpg,tỉnh,,1.0
100,22.jpg,huy,íeu,1.0
100,24.jpg,ông,_“,1.0
100,8.jpg,đánh,lo,1.0
100,9.jpg,qđ,@ð,1.0
147,68.jpg,cuối,ƒ,1.0
100,12.jpg,một,ấn,1.0
100,15.jpg,triết,,1.0
100,16.jpg,nghỉ,á,1.0
147,61.jpg,tiêu,2⁄27,1.0
147,63.jpg,nhân,1u,1.0
147,64.jpg,tuổi,"~
tvøi",1.0
147,65.jpg,phạm,/í~4,1.0
147,66.jpg,được,,1.0
100,10.jpg,xong,cu,1.0
100,67.jpg,lái,,1.0
100,68.jpg,hiện,"1—
\",1.0
100,69.jpg,phòng,⁄,1.0
100,72.jpg,chủ,em,1.0
100,60.jpg,kiếm,.⁄⁄,1.0
100,61.jpg,biển,"2
d",1.0
34,35.jpg,tại,1⁄4,1.0
100,19.jpg,không,,1.0
34,25.jpg,ở,ø,1.0
34,26.jpg,mùa,“ac,1.0
34,27.jpg,đến,..,1.0
34,39.jpg,do,^,1.0
34,40.jpg,châu,,1.0
34,43.jpg,tư,+u,1.0
34,44.jpg,số,m,1.0
34,30.jpg,nghị,^^,1.0
34,36.jpg,sẽ,vn,1.0
34,5.jpg,tỉnh,zhê,1.0
34,9.jpg,thời,đc,1.0
34,11.jpg,bình,tk,1.0
100,84.jpg,trong,hay,1.0
100,86.jpg,nhận,,1.0
100,88.jpg,đường,,1.0
100,75.jpg,lanh,,1.0
34,28.jpg,nên,"ứ
^",1.0
100,90.jpg,những,,1.0
100,91.jpg,sát,a4í,1.0
100,92.jpg,ở,o,1.0
100,93.jpg,này,/nou,1.0
100,96.jpg,bám,bcuá,1.0
100,97.jpg,bán,i/,1.0
100,82.jpg,tôi,1n,1.0
100,83.jpg,ngày,1⁄22,1.0
100,79.jpg,thị,đi,1.0
34,72.jpg,tốc,"/
øc",1.0
34,73.jpg,hảo,.,1.0
100,42.jpg,tán,.,1.0
100,43.jpg,công,00⁄1,1.0
100,44.jpg,vụ,ca,1.0
34,77.jpg,võ,w-,1.0
34,78.jpg,khẩn,£l,1.0
34,31.jpg,quyền,,1.0
100,65.jpg,mại,w^,1.0
100,50.jpg,theo,,1.0
100,53.jpg,vật,mỗf,1.0
100,56.jpg,lãi,ó.,1.0
100,40.jpg,nào,⁄đ,1.0
100,25.jpg,bị,1,1.0
100,26.jpg,thấy,xu,1.0
100,31.jpg,ty,”,1.0
100,64.jpg,chữa,2l,1.0
34,32.jpg,các,"⁄
cc",1.0
34,45.jpg,sau,—,1.0
34,46.jpg,tuy,n,1.0
34,49.jpg,xa,vxớ,1.0
34,50.jpg,nhặt,vi»,1.0
34,51.jpg,luận,7,1.0
34,52.jpg,xây,vu,1.0
34,71.png,nhóm,,1.0
34,74.jpg,thị,“va,1.0
34,75.jpg,đô,^^,1.0
34,61.jpg,số,a2,1.0
34,57.jpg,đã,dỳ,1.0
34,79.jpg,tưới,t+ùù⁄,1.0
34,80.jpg,dâm,20,1.0
34,82.jpg,nghĩa,xen,1.0
34,84.jpg,toàn,{am,1.0
34,38.jpg,ông,,1.0
60,23.jpg,dương,vi,1.0
60,24.jpg,rộng,"vồn
/",1.0
60,26.jpg,là,.,1.0
60,28.jpg,đi,ổ\,1.0
118,88.jpg,nhiệm,,1.0
118,90.jpg,mọi,woơi,1.0
118,91.jpg,gia,x,1.0
60,96.jpg,có,.,1.0
60,34.jpg,bé,&,1.0
60,35.jpg,tại,kà,1.0
60,36.jpg,nguyện,17⁄2,1.0
118,92.jpg,tiếp,+#ñ,1.0
118,93.jpg,thời,,1.0
118,96.jpg,số,_,1.0
118,85.jpg,hoàng,,1.0
118,87.jpg,việc,(ø,1.0
60,33.jpg,giờ,ở,1.0
118,81.jpg,lót,ấa,1.0
118,82.jpg,là,cc,1.0
118,83.jpg,về,⁄2,1.0
118,67.jpg,hụt,vn,1.0
118,69.jpg,nhơ,ch 8,1.0
118,70.jpg,băng,ki,1.0
118,71.jpg,việc,,1.0
60,39.jpg,bắt,,1.0
118,33.jpg,hải,ế,1.0
118,34.jpg,chỉ,“ni,1.0
118,26.jpg,bị,,1.0
118,78.jpg,sự,vì,1.0
118,79.jpg,hộ,ke,1.0
118,80.jpg,thiệu,1#êở&,1.0
60,37.jpg,sát,cc,1.0
60,38.jpg,giúp,pý,1.0
118,73.jpg,như,ch i,1.0
73,17.jpg,lâm,⁄,1.0
73,43.jpg,nhu,,1.0
73,47.jpg,tại,+⁄4,1.0
73,48.jpg,dự,p“,1.0
60,31.jpg,1. khái niệm hệ quản trị cơ sở dữ liệu,,1.0
60,17.jpg,trí,4.,1.0
60,18.jpg,theo,—/⁄,1.0
73,13.jpg,gian,_—_,1.0
60,22.jpg,anh,—,1.0
60,5.jpg,m,⁄,1.0
60,9.jpg,vì,”_,1.0
116,99.jpg,tra,_,1.0
116,100.jpg,8,,1.0
60,2.jpg,bị,“,1.0
60,4.jpg,phú,1,1.0
116,89.jpg,từ,,1.0
60,20.jpg,có,«,1.0
73,14.jpg,xuống,,1.0
118,100.jpg,bữa,ná,1.0
73,1.jpg,là,cc,1.0
73,2.jpg,mặt,k,1.0
73,3.jpg,đã,do,1.0
73,5.jpg,trường,nhu,1.0
73,7.jpg,khối,“4x,1.0
73,28.jpg,vị,`,1.0
73,19.jpg,lớn,z⁄,1.0
73,22.jpg,để,do,1.0
73,24.jpg,đồng,,1.0
73,74.jpg,ngày,“nơ,1.0
73,75.jpg,văn,w,1.0
73,76.jpg,mỗi,ve:,1.0
73,25.jpg,đỏ,pb,1.0
73,26.jpg,sẽ,cá,1.0
73,18.jpg,đã,do,1.0
118,2.jpg,dồn,"&
dớn",1.0
118,3.jpg,đi,6,1.0
118,4.jpg,chạy,đä4g,1.0
118,6.jpg,trung,“m7,1.0
118,7.jpg,k,<,1.0
147,94.jpg,triển,ưa,1.0
147,56.jpg,được,2miu,1.0
118,52.jpg,xin,_,1.0
147,58.jpg,"còn những người khác được bán lại qua các ông chủ nhỏ, không biết số phận ra sao. lao động tiếp tục bị bán tứ tán. các ông chủ chặn xe chở lao động vn giành nhau người, tám người ở lại công trường cũ, 17 người chuyển đi gửi tạm ở một công ty môi giới. chúng tôi cầu cứu các nơi nhưng đều tuyệt vọng. kuala lumpur ngày thứ 39. cuộc sống thật ảm đạm, không một ai giúp đỡ chúng tôi, cứ chuyển dời liên tục.",,1.0
147,59.jpg,chính,——,1.0
147,60.jpg,được,c\ ở,1.0
118,12.jpg,khi,n,1.0
118,14.jpg,ít,1,1.0
118,39.jpg,hà,tk,1.0
118,40.jpg,người,a0,1.0
118,41.jpg,lợi,&,1.0
147,57.jpg,thêm,+,1.0
60,97.jpg,dậy,-,1.0
60,83.jpg,thổi,"^2
ti",1.0
60,84.jpg,ngược,`),1.0
60,87.jpg,khiến,8w,1.0
147,90.jpg,đạt,.,1.0
147,91.jpg,còn,(z.,1.0
147,92.jpg,nhà,ớ,1.0
147,89.jpg,đ,t,1.0
60,69.jpg,lâu,“4,1.0
60,70.jpg,tục,"“c,",1.0
147,96.jpg,khác,1ø.,1.0
147,97.jpg,cách,1,1.0
147,99.jpg,1,4,1.0
147,100.jpg,lực,⁄,1.0
147,87.jpg,ngô,w,1.0
147,88.jpg,km,kia,1.0
60,68.jpg,trong,l,1.0
60,59.jpg,định,ha,1.0
60,60.jpg,thường,,1.0
60,64.jpg,hồng,^^,1.0
60,65.jpg,sát,x⁄ø,1.0
60,49.jpg,nước,ø,1.0
60,50.jpg,viên,ta,1.0
118,54.jpg,người,vạäê.,1.0
118,42.jpg,1,4,1.0
118,56.jpg,dâm,(,1.0
118,57.jpg,đẩy,ic,1.0
73,8.jpg,nhận,2%,1.0
118,74.jpg,"hắn đã lập gia đình, nhưng cái gia đình ấy đã tan vỡ. thế nhưng mức độ chơi bạc gà của tuấn "" cụt "" chưa ăn thua gì so với hậu "" trọc "". dân đá gà miền bắc chỉ biết hắn có hộ khẩu thường trú tại hà nội chứ không ai biết chính xác hắn làm nghề gì. hắn thường hay bê gà đi khắp các sới bằng chiếc ôtô hiệu camry trị giá vài chục ngàn usd của mình. hắn đã từng chơi những trận cá cược gà hơn 50 triệu đồng... nói đến chân dung những kẻ bạc gà không thể quên những tay chủ sới.",„—,1.0
118,60.jpg,thành,“the-a[,1.0
118,63.jpg,đầu,.,1.0
118,65.jpg,8,⁄,1.0
118,66.jpg,vườn,~,1.0
118,55.jpg,đồng,,1.0
118,28.jpg,lỗi,j;1,1.0
118,29.jpg,khi,lí.,1.0
118,31.jpg,dễ,l,1.0
118,32.jpg,hiện,;ở,1.0
118,44.jpg,thành,(1,1.0
118,45.jpg,liệu,úc,1.0
118,50.jpg,viên tinh thần. đdv kim chi tiêm một mũi thuốc thông tiểu.,,1.0
60,74.jpg,là,(4,1.0
118,36.jpg,cam,2⁄2,1.0
60,52.jpg,cấp,0a0,1.0
60,53.jpg,một,ws{,1.0
60,54.jpg,"thuận lợi, phát triển ngành biển.",,1.0
60,55.jpg,cọc,œ®-,1.0
60,41.jpg,hiểm,,1.0
60,47.jpg,gồm,đeo,1.0
60,73.jpg,vụ,⁄4,1.0
118,35.jpg,không,(<2,1.0
33,2.jpg,hỏi,,1.0
142,97.jpg,sĩ,á,1.0
142,100.jpg,luận,(x,1.0
18,1.jpg,"trong khu vực như hong kong và campuchia "". thanh tra bộ y tế cũng kiến",,1.0
18,3.jpg,tờ,g,1.0
18,4.jpg,mặc,uwy,1.0
142,90.jpg,còn,"_
cơn",1.0
34,13.jpg,này,ø4,1.0
33,75.jpg,đã,-,1.0
33,61.jpg,quận,⁄,1.0
33,63.jpg,y,,1.0
33,64.jpg,sự,a,1.0
33,65.jpg,12,a£,1.0
33,67.jpg,thế,“ii,1.0
33,81.jpg,tăng,d4,1.0
33,68.jpg,phát,"ni
|",1.0
142,91.jpg,hàng,/œx,1.0
33,35.jpg,lịch,04,1.0
33,36.jpg,ngô,m49,1.0
33,37.jpg,đã,tứ,1.0
33,38.jpg,phân,,1.0
33,39.jpg,những,ní ) „,1.0
33,40.jpg,biết,{,1.0
33,51.jpg,xanh,15,1.0
33,1.jpg,ba,_,1.0
33,55.jpg,triệu,k,1.0
33,56.jpg,dâm,in,1.0
33,57.jpg,ngày,"mg0w,",1.0
33,43.jpg,thu,.,1.0
33,45.jpg,từ,-;,1.0
140,95.jpg,phải,—,1.0
140,98.jpg,tư,n,1.0
140,100.jpg,thức,“42,1.0
33,53.jpg,các,«,1.0
137,7.jpg,sống,4k4,1.0
137,19.jpg,ra,w2,1.0
137,20.jpg,việc,l ⁄,1.0
137,21.jpg,được,cu ởc,1.0
137,9.jpg,họ,áo,1.0
137,10.jpg,bí,⁄4,1.0
137,11.jpg,tây,“24,1.0
33,69.jpg,sốt,1,1.0
142,74.jpg,những,4,1.0
142,75.jpg,từ,”.,1.0
142,76.jpg,ôtô,0ÿ,1.0
142,78.jpg,dựng,kó,1.0
142,80.jpg,một,“xöt,1.0
137,16.jpg,công,._,1.0
137,18.jpg,hầu,4đ,1.0
142,92.jpg,toán,<<,1.0
137,12.jpg,ta,x,1.0
33,70.jpg,đảng,go,1.0
33,71.jpg,công,(( 1,1.0
33,72.jpg,vật,ưk,1.0
33,73.jpg,bao,~—;,1.0
33,85.jpg,công,^^,1.0
33,86.jpg,hôm,„,1.0
33,88.jpg,theo,z0,1.0
137,6.jpg,kjang,,1.0
33,90.jpg,tuổi,kh,1.0
33,78.jpg,đều,,1.0
33,79.jpg,tư,xe,1.0
137,13.jpg,về,.,1.0
137,15.jpg,kiểu,on ˆ,1.0
137,1.jpg,viện,"vốn
/",1.0
137,2.jpg,đi,củ,1.0
137,3.jpg,ngủi,"ọ
lu",1.0
33,89.jpg,yếu,4,1.0
18,30.jpg,vô,v/',1.0
140,79.jpg,sẽ,y7,1.0
140,80.jpg,dạng,ảe~o,1.0
140,81.jpg,nghiện,,1.0
140,83.jpg,báo,pt,1.0
140,85.jpg,dám,"ủ
am",1.0
140,72.jpg,biết,„wy,1.0
33,48.jpg,cấp,đo,1.0
140,36.jpg,trên,l,1.0
140,37.jpg,hỏi,xu,1.0
140,87.jpg,tòa,a.,1.0
140,89.jpg,tự,xả,1.0
140,90.jpg,trình,kếế,1.0
140,91.jpg,thú,”,1.0
140,92.jpg,kiểm,,1.0
33,11.jpg,người,,1.0
140,73.jpg,tra,{+,1.0
140,62.jpg,đơn,ẩh,1.0
18,50.jpg,hữu,pm,1.0
18,51.jpg,hai,(,1.0
18,52.jpg,được,z,1.0
18,53.jpg,chở,2đ,1.0
18,40.jpg,vụ,^^,1.0
18,31.jpg,nhà,cn,1.0
140,69.jpg,con,^,1.0
18,37.jpg,ít,vì,1.0
18,39.jpg,nguyễn,m cc,1.0
18,22.jpg,làm,,1.0
140,74.jpg,an,ca,1.0
