folder,image,ground_truth,prediction,cer_score
79,97.jpg,"biết, nhưng người ta vẫn ơn ớn và vẫn cứ tránh không tiếp xúc với bất cứ ai","bước 1, nhưng ngược lại văn án ở nên vān trạng tuổi xuu bật hủy ai",0.5467
60,54.jpg,"thuận lợi, phát triển ngành biển.","thuaïs loi, phaît treb ng aïsf bruïs.",0.5455
4,66.jpg,với trí thức kiều bào. các cơ quan sẽ được quyền chủ động hơn trong việc mời,vos trái thuen lee thieu . cao co quan no thieu guyen shi tong hnam trong viet nam,0.5395
23,42.jpg,"vừa thấy bóng anh nghĩa đi vào là mấy chị ở xóm ve chai ở p. 17, gò","vịa thây bóng anh nyhai cti vào là mây chi $ ^{2} $ xóm vc chai $ ^{2} $ p.17, $ ^{2} $ gò",0.5373
51,90.jpg,"tìm kiếm địa chỉ và liên lạc với chủ nhân những giấy tờ đã tìm được, mời người đến","tài niệm đề của cv lại liên là các điều nhằm nhutarng giá +δ để tinn được, một ngữ được",0.5366
102,6.jpg,yên đến giờ phút này.,yein dau qui phuît nay.,0.5238
93,80.jpg,"có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm. vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn minh và hạnh phúc của nhân dân.","cơ tả mquoi ninh wát vẻ khảong oán phông phiên, đ営 dòng, quý hiên.
vùng hiên vẻ hiên mũi tạ so ở wť thị chiều hieur hieur dòng to hiên, oanh hiếu trusc
hép dòng or mightep bò vẻ mũi tạ hép dòng v ý wť hiếu chiu nghe về hiên, o斎 hiên
quan tusc hép dòng or ph�ng sinh cuát mũi tạ, dòng bôn mùnh về horith phúc cœur
hôn dòng.",0.5188
77,53.jpg,"hcm thành lập hội đồng giám định xây dựng công trình này. mới đây, cơ quan điều tra","acm, thành lập hội đúc jqún trìnhkvqj dung cơj kinhowany. mị daoy, quen trình tin",0.5181
54,29.jpg,"tế tổng mức đầu tư đã vọt lên 1.223 tỉ, cienco 5 tuyên bố không đáp ứng nổi kinh phí và","he'ting muc'ac tian fui da'voi less 1.223 ti², genco5 tuyps bó' chong dap vng mô' cinh phi'vai",0.5172
101,51.jpg,"đến nhận lại giấy cmnd. chị cầm tờ giấy đã bị thấm nước, hai mặt nilông bị","their wham lai giay cmnd. chi cam + 3 giay to lai wham muloc, lai wham ri long lai",0.5135
98,50.jpg,"còn mùa đông lạnh thì sao? sá gì, mặc cho giữa biển lạnh buốt. tất nhiên những lúc ấy họ chỉ lặn khoảng một giờ rồi lên nghỉ một chặp, sau đó lặn tiếp. thợ lặn không sợ lạnh, chỉ sợ nhất đang lặn thì gặp biển nổi bão, dông, gió. bước nhảy từ lặn bộ sang lặn máy đã giúp những hội thợ lặn làng xuân hòa có điều kiện chinh phục những vùng biển xa, rộng lớn hơn.","cần mềm trong làn thứ sã? sq qi, một cho quên biển lank hút. tết mùa nhật hút hiếu ho
chị lận khởi dékhai một quên sái lận ngữ một chịp, bù tận lận hút. thật lận kény sơ lanth, chị sơ
thật stâng lận rút quyen biển nơ hút, chịp, gó, bước alway sơ lanth 80 bang lận myśli quyen
whaling morsi thật lận hương xún thước số whaling hωση chính phúc whaling jung biển xœ, bước lận kern.",0.5097
20,81.jpg,"không biết ai là ông chủ. có một ông đến đưa tám lao động đi, nói","không ai li oly chui, co một oly ten tuin taim lao thy chiu noz",0.5077
62,39.jpg,phút,pheit,0.5
96,3.jpg,mẹ,me,0.5
62,48.jpg,quản,quain,0.5
131,32.jpg,nâng,nany,0.5
135,80.jpg,chức,chuic,0.5
123,60.jpg,mẹ,me,0.5
123,68.jpg,thời,thoi²,0.5
131,23.jpg,23,25,0.5
131,35.jpg,chuyện,cleuyen,0.5
62,54.jpg,và,vā,0.5
131,22.jpg,chân,chain,0.5
92,32.jpg,âm,am,0.5
123,67.jpg,điểm,diem,0.5
135,79.jpg,chìm,chiêm,0.5
72,46.jpg,xe,ke,0.5
123,75.jpg,quản,quan²,0.5
34,33.jpg,ca,ea,0.5
72,44.jpg,lũ,li,0.5
135,92.jpg,định,tinh,0.5
117,86.jpg,bình,binb,0.5
108,51.jpg,lưới,luói,0.5
117,41.jpg,nhặt,nhait,0.5
117,79.jpg,hồng,hiong,0.5
62,72.jpg,ra,la,0.5
135,55.jpg,và,va,0.5
135,49.jpg,nghị,nghi.,0.5
135,44.jpg,cơ,cd,0.5
135,43.jpg,vụ,vn,0.5
96,43.jpg,nước,nuoc,0.5
108,27.jpg,vùng,vring,0.5
108,20.jpg,bộ,b7,0.5
135,68.jpg,sư,su,0.5
135,65.jpg,bộ,b3,0.5
106,96.jpg,nhất,nhát',0.5
108,40.jpg,thực,thu.,0.5
108,55.jpg,đằng,dạng,0.5
92,77.jpg,ngựa,ngula,0.5
129,36.jpg,liệu,liên,0.5
95,5.jpg,biệt,biên,0.5
95,2.jpg,động,dong,0.5
28,92.jpg,ngày,rgay,0.5
102,44.jpg,thực,thek,0.5
95,15.jpg,thực,thicc,0.5
95,14.jpg,là,la,0.5
108,41.jpg,xe,x e,0.5
22,27.jpg,đồng,dòng,0.5
96,72.jpg,giải,giai²,0.5
96,59.jpg,nhất,what,0.5
95,33.jpg,phẩy,play,0.5
135,7.jpg,nước,nuoc,0.5
96,73.jpg,quản,quan²,0.5
113,5.jpg,biết,brêt,0.5
113,1.jpg,đuôi,dusi,0.5
113,41.jpg,đồng,dong,0.5
113,28.jpg,ra,na,0.5
135,56.jpg,sống,róng,0.5
22,18.jpg,bàn để tiếp tục.,bànote² trên tuc.,0.5
145,94.jpg,khởi,kho1,0.5
108,63.jpg,và,vā,0.5
113,47.jpg,cũng,aing,0.5
113,46.jpg,và,vā,0.5
96,10.jpg,trường,trading,0.5
96,31.jpg,bờ,b之,0.5
96,21.jpg,đang,stang,0.5
92,72.jpg,mà,mā,0.5
135,58.jpg,liệt,lieft,0.5
145,86.jpg,về,vê,0.5
135,100.jpg,âm,am,0.5
108,6.jpg,kiểm,kiên,0.5
108,16.jpg,khối,khôi',0.5
96,40.jpg,xe,x e,0.5
131,6.jpg,sách,sace,0.5
92,88.jpg,nhân,when,0.5
92,86.jpg,mẹ,me,0.5
92,81.jpg,vn,un,0.5
22,1.jpg,ăn,an,0.5
129,53.jpg,họ,ho,0.5
108,92.jpg,hà,hā,0.5
62,30.jpg,thời,thor,0.5
62,23.jpg,khác,krac,0.5
62,22.jpg,viết,vlet,0.5
117,93.jpg,giảm,giaim,0.5
131,86.jpg,hiệp,hi:êp,0.5
92,25.jpg,có,cò,0.5
92,21.jpg,hà,ha,0.5
62,33.jpg,ngọc,ngor,0.5
117,22.jpg,ký,k',0.5
108,96.jpg,tích,ich,0.5
129,46.jpg,là,li,0.5
95,34.jpg,án,an,0.5
34,12.jpg,bộ,b0,0.5
34,9.jpg,thời,this,0.5
131,75.jpg,bé,be,0.5
131,43.jpg,có,co,0.5
131,41.jpg,sẽ,se,0.5
92,43.jpg,cùng,ceing,0.5
92,38.jpg,mà,ma,0.5
92,59.jpg,tiến,tien',0.5
72,1.jpg,phương,phuidng,0.5
131,56.jpg,phải,phoi?,0.5
131,53.jpg,phải,phai',0.5
131,68.jpg,biển,brien,0.5
131,67.jpg,sông,bong,0.5
131,66.jpg,định,dinh,0.5
117,98.jpg,xe,xc,0.5
108,83.jpg,đi,di,0.5
113,83.jpg,đúng,dung,0.5
96,46.jpg,nhân,when,0.5
123,87.jpg,án,an,0.5
108,15.jpg,họ,ho,0.5
44,75.jpg,án,an,0.5
102,86.jpg,lùng,lieng,0.5
102,85.jpg,hề,he,0.5
133,73.jpg,17,47,0.5
28,58.jpg,nhất,what,0.5
28,48.jpg,thực,thirc,0.5
102,74.jpg,kiểm,kiên,0.5
44,93.jpg,luật,luar,0.5
44,92.jpg,sự,su,0.5
44,91.jpg,cũng,cuing,0.5
44,86.jpg,bị,bi,0.5
34,98.jpg,kỹ,ky,0.5
44,83.jpg,cũng,cueng,0.5
28,59.jpg,nhất,nha',0.5
102,95.jpg,trạm,from,0.5
105,33.jpg,sanofi,sandi:,0.5
59,75.jpg,giới,giáo,0.5
59,70.jpg,đoạn,doan,0.5
59,69.jpg,cười,cuoi,0.5
44,100.jpg,hồ,ho,0.5
59,89.jpg,nghĩ,nghi~,0.5
59,83.jpg,có,co,0.5
44,71.jpg,dự,du,0.5
59,18.jpg,bệnh,beinh,0.5
44,84.jpg,an,can,0.5
83,1.jpg,đi,di,0.5
23,91.jpg,hộ,ho,0.5
44,5.jpg,bị,bi,0.5
44,14.jpg,đồng,dāng,0.5
59,99.jpg,phần,phain,0.5
105,24.jpg,đi,di,0.5
59,32.jpg,công,cony,0.5
59,23.jpg,cienco,sciences,0.5
23,25.jpg,kinh,kinds,0.5
44,50.jpg,nhân,nhran,0.5
44,46.jpg,tuổi,tuài²,0.5
44,45.jpg,phải,phai²,0.5
44,80.jpg,ơi,oi,0.5
44,6.jpg,bằng,boing,0.5
44,72.jpg,bị,bi,0.5
8,96.jpg,cuối,cuš',0.5
8,90.jpg,ra,ma,0.5
8,85.jpg,chất,chat',0.5
103,64.jpg,đang,ctang,0.5
52,87.jpg,đi,di,0.5
52,85.jpg,án,dn,0.5
103,84.jpg,bờ,bd,0.5
8,25.jpg,ăn,an,0.5
68,1.jpg,vụ,v4,0.5
103,96.jpg,giao,gmo,0.5
44,66.jpg,mình,miñh,0.5
147,52.jpg,hà,ha,0.5
147,48.jpg,là,la,0.5
147,47.jpg,ổn,on,0.5
147,39.jpg,cùng,cuny,0.5
118,14.jpg,ít,1t,0.5
147,61.jpg,tiêu,trên,0.5
45,25.jpg,và,va,0.5
105,76.jpg,ngày,nyay,0.5
59,10.jpg,đông,dòng,0.5
59,3.jpg,vắng,vaing,0.5
82,99.jpg,tiếp,t1ep,0.5
97,21.jpg,quất,quat',0.5
82,31.jpg,kiều,kien,0.5
105,98.jpg,hoàn,hoañ,0.5
45,61.jpg,pháp,phap',0.5
45,50.jpg,đáng,điang,0.5
105,96.jpg,đồng,dong,0.5
82,44.jpg,hoặc,hoae,0.5
82,35.jpg,về,ve,0.5
45,15.jpg,ngót,agot,0.5
45,13.jpg,phải,phai²,0.5
45,29.jpg,chạy,clay,0.5
148,9.jpg,là,la,0.5
12,66.jpg,nước,nuóc,0.5
105,91.jpg,ngồi,ngo'i,0.5
105,11.jpg,và,va,0.5
105,9.jpg,chết,chet',0.5
105,4.jpg,trộm,thêm,0.5
105,3.jpg,phải,phai?,0.5
59,13.jpg,tử,tu,0.5
82,70.jpg,bờ,bj,0.5
97,49.jpg,ty,<y,0.5
97,48.jpg,xe,x e,0.5
12,93.jpg,thôi,th^↑,0.5
97,68.jpg,ăn,an,0.5
105,49.jpg,diện,duên,0.5
105,38.jpg,gì,g5,0.5
147,93.jpg,nghị,nghi.,0.5
103,5.jpg,danh,clanh,0.5
97,7.jpg,nuôi,mui,0.5
97,2.jpg,hiệu,hien,0.5
103,19.jpg,định,dinh,0.5
82,92.jpg,thơi,thoir,0.5
82,86.jpg,liên,liein,0.5
82,73.jpg,đồng,dòng,0.5
82,71.jpg,nước,nuoc,0.5
118,3.jpg,đi,ti,0.5
147,98.jpg,mạnh,many,0.5
147,97.jpg,cách,ceich,0.5
28,67.jpg,phương,phu dng,0.5
105,62.jpg,có,cō,0.5
83,53.jpg,thực,thu'c,0.5
83,78.jpg,biển,bvèn,0.5
83,67.jpg,biết,liet,0.5
83,65.jpg,mò,mā,0.5
43,78.jpg,chưa,chuia,0.5
52,3.jpg,luật,luate,0.5
147,1.jpg,cụ,cu,0.5
147,27.jpg,bờ,bo,0.5
147,26.jpg,giảm,glam,0.5
106,20.jpg,rừng,ruing,0.5
83,24.jpg,bị,bi,0.5
83,37.jpg,công,ong,0.5
106,53.jpg,chẩn,chuần,0.5
34,37.jpg,toàn,toain,0.5
106,23.jpg,mẹ,me,0.5
34,77.jpg,võ,v~,0.5
34,76.jpg,cuộc,cude,0.5
147,7.jpg,hoạt,heat,0.5
147,4.jpg,dừng,duìng,0.5
129,10.jpg,ái,ai,0.5
47,98.jpg,gian,grain,0.5
47,96.jpg,bằng,baing,0.5
106,46.jpg,dính,dins,0.5
106,41.jpg,thâm,thaim,0.5
72,49.jpg,nước,nìàc,0.5
106,94.jpg,chữa,chuía,0.5
106,89.jpg,sẽ,so,0.5
47,84.jpg,phải,phên,0.5
83,90.jpg,lý,ly,0.5
83,88.jpg,nhìn,nlūn,0.5
117,12.jpg,ấy,ay,0.5
135,85.jpg,lý,ly,0.5
135,84.jpg,gian,qran,0.5
117,28.jpg,trên,nên,0.5
117,45.jpg,ngày,ng ay,0.5
117,4.jpg,xe,x e,0.5
43,8.jpg,cộng,cny,0.5
68,92.jpg,chặn,chain,0.5
123,17.jpg,viên,view,0.5
62,62.jpg,chấn,chain,0.5
62,58.jpg,là,le,0.5
62,57.jpg,phải,phcu,0.5
131,100.jpg,điểm,diem,0.5
117,69.jpg,vì,vi,0.5
117,59.jpg,biệt,biên,0.5
123,11.jpg,vụ,vu,0.5
123,10.jpg,bị,bi,0.5
123,30.jpg,bò,b0,0.5
72,13.jpg,ăn,an,0.5
72,71.jpg,cơ,co,0.5
43,6.jpg,tịch,ti'ch,0.5
8,56.jpg,là,la,0.5
52,75.jpg,nghị,nghid,0.5
52,72.jpg,ra,na,0.5
52,64.jpg,phát,phat',0.5
52,62.jpg,rừng,ruìng,0.5
52,92.jpg,đi,di,0.5
68,18.jpg,mảng,maing,0.5
68,13.jpg,tứ,tu,0.5
68,12.jpg,xuất,xuat',0.5
52,81.jpg,giấy,gray,0.5
8,47.jpg,đụng,dung,0.5
8,42.jpg,xa,x a,0.5
22,35.jpg,hiệu,hien,0.5
68,8.jpg,tiếp,top,0.5
68,35.jpg,ngày,ngayj,0.5
68,33.jpg,ninh,ninss,0.5
68,28.jpg,mơ,m&,0.5
52,95.jpg,mà,mā,0.5
44,9.jpg,hỗ,ho,0.5
68,27.jpg,thực,thu'c,0.5
68,24.jpg,là,la,0.5
52,36.jpg,phân,12hân,0.5
123,2.jpg,từ,ti,0.5
68,98.jpg,thấy,thả'y,0.5
83,40.jpg,xe,ye,0.5
68,11.jpg,chào,cheio,0.5
106,72.jpg,phía,plia,0.5
8,19.jpg,nguyên,nquycn.,0.5
23,82.jpg,thực,chic,0.5
52,32.jpg,cảnh,ca'nh,0.5
52,21.jpg,niên,nieen,0.5
23,32.jpg,phúc,ghac,0.5
52,47.jpg,công,co ng,0.5
23,64.jpg,án,ân,0.5
23,62.jpg,tình,trinh,0.5
23,58.jpg,ít,it,0.5
72,95.jpg,thực,thus,0.5
72,94.jpg,và,vā,0.5
68,3.jpg,công,cony,0.5
72,91.jpg,biển,biên',0.5
68,39.jpg,mơ,m2,0.5
72,10.jpg,chạy,ohay,0.5
43,41.jpg,bộ,bo,0.5
23,55.jpg,xe,xle,0.5
23,49.jpg,tính,thhh,0.5
43,100.jpg,nghị,nghi',0.5
43,57.jpg,mà,ma,0.5
43,49.jpg,pháp,phà p,0.5
43,48.jpg,vi,i,0.5
83,49.jpg,công,vòng,0.5
83,63.jpg,ra,fa,0.5
72,92.jpg,ủy,uy,0.5
29,48.jpg,vô,vs,0.5
29,43.jpg,ăn,an,0.5
29,40.jpg,phức,phuic,0.5
95,64.jpg,ly,by,0.5
137,30.jpg,phải,phàn,0.5
98,79.jpg,đang,ctang,0.5
98,78.jpg,vi,oi,0.5
98,64.jpg,và,vā,0.5
98,87.jpg,phúc,phuic,0.5
19,85.jpg,vô,v3,0.5
84,16.jpg,ăn,an,0.5
84,12.jpg,đứng,dàng,0.5
130,50.jpg,bố,bô,0.5
136,68.jpg,chơi,chớr,0.5
136,64.jpg,và,va,0.5
84,59.jpg,quản,quan?,0.5
84,56.jpg,chậm,ch cm,0.5
84,31.jpg,cô,co,0.5
21,84.jpg,bị,bi,0.5
21,78.jpg,công,corng,0.5
21,74.jpg,chưa,chuía,0.5
85,48.jpg,giám,gi'am,0.5
136,63.jpg,bà,bā,0.5
136,56.jpg,"sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành","sau mài muài thị stái hnr, co' bao' si bí' bùn vau tél bư't mues bó' thail",0.5
136,51.jpg,và,v9,0.5
136,75.jpg,nhân,nhās,0.5
70,24.jpg,ái,ai,0.5
141,47.jpg,liệm,liên,0.5
70,47.jpg,đoạn,toan,0.5
70,44.jpg,xe,x e,0.5
85,3.jpg,chưa,chuá,0.5
84,1.jpg,rằng,raing,0.5
85,98.jpg,đồng,dong,0.5
85,96.jpg,buôn,buain,0.5
19,74.jpg,vụ,vu,0.5
19,71.jpg,nhìn,nthin,0.5
84,11.jpg,cá,cé,0.5
98,29.jpg,cháy,cha'y,0.5
29,49.jpg,xe,x,0.5
29,83.jpg,cá,ca,0.5
137,34.jpg,đồng,dong,0.5
98,22.jpg,chân,shin,0.5
98,16.jpg,vinh,with,0.5
136,77.jpg,hồ,hô,0.5
98,41.jpg,xế,xe,0.5
125,98.jpg,đi,di,0.5
141,29.jpg,chuyển,duyên,0.5
95,86.jpg,rỉnh,ri'nh,0.5
29,70.jpg,vợ,v?,0.5
29,66.jpg,khái,kha',0.5
29,62.jpg,tiền,jiên,0.5
29,34.jpg,hoàn,hoein,0.5
29,85.jpg,rừng,ruing,0.5
114,2.jpg,tiên,hien,0.5
136,5.jpg,nhập,nhẑap,0.5
136,3.jpg,vòng,voìng,0.5
19,97.jpg,ai,au,0.5
84,30.jpg,việc,viêe,0.5
84,26.jpg,nhân,nhír,0.5
84,23.jpg,đồng,dòng,0.5
84,20.jpg,thực,thuic,0.5
136,80.jpg,trưởng,tuiong,0.5
70,4.jpg,xách,x ach,0.5
19,16.jpg,đình,dinh,0.5
19,6.jpg,động,dòng,0.5
85,41.jpg,liên,hien,0.5
27,26.jpg,cơ,c8,0.5
19,24.jpg,bà,bi,0.5
114,96.jpg,họ,ho,0.5
61,83.jpg,về,vê,0.5
27,39.jpg,giúp,guip,0.5
27,29.jpg,vì,vi,0.5
27,28.jpg,ròng,long,0.5
114,57.jpg,động,long,0.5
19,20.jpg,trại,frai,0.5
4,72.jpg,bé,be,0.5
114,50.jpg,và,vi,0.5
114,47.jpg,là,lā,0.5
114,35.jpg,công,cony,0.5
19,5.jpg,ba,be,0.5
85,38.jpg,quốc,quδ'c,0.5
21,11.jpg,và,va,0.5
85,56.jpg,thực,thelc,0.5
21,37.jpg,hiệu,hien,0.5
84,7.jpg,chứa,chira,0.5
70,37.jpg,họ,ho,0.5
21,68.jpg,giáp,giàp',0.5
84,87.jpg,đông,aing,0.5
84,85.jpg,đoạn,doan,0.5
84,84.jpg,bị,bi,0.5
27,2.jpg,chăm,eham,0.5
27,12.jpg,biển,bien²,0.5
19,89.jpg,trưa,trida,0.5
84,54.jpg,biết,biêt',0.5
136,33.jpg,vùng,rung,0.5
19,4.jpg,đề,để,0.5
4,94.jpg,cũng,cunq,0.5
114,17.jpg,việc,viè?,0.5
114,7.jpg,đi,di,0.5
114,6.jpg,xưng,xu'ng,0.5
114,3.jpg,xe,x e,0.5
19,41.jpg,bị,bi,0.5
70,3.jpg,trạm,from,0.5
136,97.jpg,kiều,kii^,0.5
19,96.jpg,xe,x1,0.5
19,90.jpg,cuối,cuš',0.5
27,11.jpg,mà,mā,0.5
1,65.jpg,rõ,ro,0.5
80,17.jpg,trải,tràn,0.5
80,90.jpg,đồng,dong,0.5
80,93.jpg,âm,am,0.5
1,2.jpg,nghị,nghi.,0.5
80,64.jpg,công,eong,0.5
1,42.jpg,và,va,0.5
1,51.jpg,biết,bier,0.5
76,82.jpg,nhất,nhaat,0.5
76,76.jpg,sáng,saíng,0.5
76,73.jpg,trận,train,0.5
76,98.jpg,trạm,tran,0.5
70,26.jpg,ty,hy,0.5
80,47.jpg,xuất,xuait,0.5
1,36.jpg,vùng,wǔng,0.5
146,93.jpg,thăm,thčim,0.5
134,42.jpg,phục,phuc.,0.5
134,39.jpg,đồng,dǒng,0.5
134,36.jpg,bị,b',0.5
146,62.jpg,cũng,cunq,0.5
146,55.jpg,cũng,cimg,0.5
146,79.jpg,hùng,huing,0.5
76,84.jpg,trên,trein,0.5
26,84.jpg,chịu,ch du,0.5
51,20.jpg,biển,biên²,0.5
150,6.jpg,có,co,0.5
33,97.jpg,mở,m²,0.5
110,41.jpg,kiểm,kiên,0.5
33,68.jpg,phát,pha',0.5
33,66.jpg,giải,gicai,0.5
33,87.jpg,thời,thoi',0.5
33,85.jpg,công,sing,0.5
80,73.jpg,bình,bish,0.5
33,5.jpg,cuộc,luoc,0.5
140,100.jpg,thức,thuic,0.5
29,21.jpg,hiểu,hiev,0.5
141,11.jpg,ta,+a,0.5
141,19.jpg,nghị,mgh!,0.5
150,25.jpg,bà,ba,0.5
1,71.jpg,âm,am,0.5
134,73.jpg,phủi,phil,0.5
80,60.jpg,phút,phuît,0.5
80,56.jpg,họ,ho,0.5
80,51.jpg,biến,bien',0.5
1,53.jpg,động,dòng,0.5
80,87.jpg,biết,bier,0.5
80,74.jpg,cả,ca,0.5
134,83.jpg,liệu,liên,0.5
146,38.jpg,nghị,nghi;,0.5
146,36.jpg,sáng,saing,0.5
146,32.jpg,chưa,chula,0.5
146,31.jpg,sự,so,0.5
33,60.jpg,giản,gicin,0.5
33,98.jpg,thấp,xhap,0.5
141,68.jpg,đồng,dong,0.5
70,73.jpg,phải,phai?,0.5
95,63.jpg,lý,ly,0.5
95,62.jpg,sống,sony,0.5
29,59.jpg,liệt,lwet,0.5
29,55.jpg,vụ,vu,0.5
29,54.jpg,xe,re,0.5
33,95.jpg,xe,x e,0.5
33,90.jpg,tuổi,tu²,0.5
29,35.jpg,soát,scât,0.5
35,94.jpg,là,lă,0.5
51,14.jpg,tổng,long,0.5
70,81.jpg,bộ,b8,0.5
140,47.jpg,tư,to,0.5
140,42.jpg,tràn,trans,0.5
140,39.jpg,xuất,xuat',0.5
35,88.jpg,vn,un,0.5
85,33.jpg,vệ,vê,0.5
141,96.jpg,nông,nony,0.5
141,81.jpg,có,co,0.5
35,84.jpg,động,dòng,0.5
35,76.jpg,cũng,ceing,0.5
35,75.jpg,bộ,b~,0.5
35,95.jpg,là,la,0.5
98,13.jpg,mẽ,mi,0.5
140,12.jpg,khởi,khiri,0.5
146,65.jpg,xe,xc,0.5
138,75.jpg,thừa,thuà,0.5
146,85.jpg,bà,bā,0.5
138,99.jpg,ác,ac,0.5
146,98.jpg,cơ,có,0.5
35,33.jpg,nhất,nhà́t,0.5
35,27.jpg,có,c',0.5
141,14.jpg,bị,b',0.5
110,94.jpg,đi,di,0.5
33,31.jpg,và,bà,0.5
35,7.jpg,ruổi,ruo'i,0.5
141,49.jpg,và,va,0.5
137,2.jpg,đi,di,0.5
35,1.jpg,mơ,mo,0.5
35,25.jpg,nghị,nghi.,0.5
35,23.jpg,67,62,0.5
35,16.jpg,kỳ,ki,0.5
140,72.jpg,biết,but,0.5
35,26.jpg,hiểm,hien,0.5
70,86.jpg,và,va,0.5
35,51.jpg,bị,b1,0.5
35,62.jpg,số,so,0.5
35,58.jpg,đăng,dung,0.5
33,83.jpg,việc,vrec,0.5
137,12.jpg,ta,aa,0.5
137,9.jpg,họ,ho,0.5
70,58.jpg,dáng,dany,0.5
112,25.jpg,tiết,tiên,0.5
112,22.jpg,võ,vs,0.5
130,37.jpg,xe,x e,0.5
128,84.jpg,ngày,nyay,0.5
128,80.jpg,và,va,0.5
22,73.jpg,nghị,nghi:,0.5
22,72.jpg,phương,phuting,0.5
31,6.jpg,việc,vlec,0.5
31,27.jpg,trực,trie,0.5
3,82.jpg,thầm,thàn,0.5
3,81.jpg,phạm,phon,0.5
128,21.jpg,phẩy,phây²,0.5
61,74.jpg,xe,we,0.5
128,18.jpg,quét,quiet,0.5
36,69.jpg,hồ,hw,0.5
36,66.jpg,họ,ho,0.5
36,89.jpg,xe,xce,0.5
128,93.jpg,giải,gi'ai,0.5
22,85.jpg,đang,dany,0.5
22,99.jpg,phất,phat',0.5
145,15.jpg,đang,tany,0.5
22,37.jpg,đăng,dàng,0.5
145,41.jpg,cư,cu,0.5
12,64.jpg,giữa,gui'a,0.5
130,47.jpg,phải,phái.,0.5
128,20.jpg,thẩm,thâm.,0.5
139,21.jpg,viên,nien,0.5
139,20.jpg,phát,phá d,0.5
17,35.jpg,phải,phai²,0.5
111,87.jpg,đi,di,0.5
128,47.jpg,nghị,night,0.5
3,14.jpg,nước,núoc,0.5
3,11.jpg,điểm,diem,0.5
139,33.jpg,ấy,ay,0.5
139,32.jpg,cùng,cring,0.5
112,68.jpg,có,co,0.5
112,64.jpg,công,conj,0.5
17,27.jpg,công,ang,0.5
130,9.jpg,xe,x,0.5
112,8.jpg,phép,phe'p,0.5
111,69.jpg,hàng,hany,0.5
111,65.jpg,vì,vi,0.5
31,72.jpg,là,lā,0.5
111,78.jpg,viên,rien,0.5
128,50.jpg,cũ,cu,0.5
3,21.jpg,cũng,cuing,0.5
111,77.jpg,diện,dies,0.5
111,75.jpg,là,lā,0.5
31,95.jpg,trại,frai,0.5
111,9.jpg,họ,ho,0.5
31,99.jpg,viết,viê t,0.5
111,20.jpg,đáng,dang,0.5
17,24.jpg,đồng,dòng,0.5
121,14.jpg,việt,vret,0.5
36,49.jpg,tiên,tiein,0.5
121,20.jpg,xe,x e,0.5
145,52.jpg,ra,na,0.5
22,67.jpg,có,co,0.5
22,6.jpg,từ,tu,0.5
36,58.jpg,quát,qua',0.5
121,45.jpg,xe,xc,0.5
121,40.jpg,phát,pha't,0.5
96,99.jpg,là,la,0.5
36,3.jpg,đi,ti,0.5
36,1.jpg,cụ,cu,0.5
130,66.jpg,nghị,nghi.,0.5
22,90.jpg,đông,dong,0.5
36,25.jpg,ha,he,0.5
121,74.jpg,gì,gi,0.5
145,72.jpg,cũng,cuìng,0.5
145,61.jpg,việc,vie c,0.5
22,7.jpg,rừng,ruing,0.5
95,53.jpg,động,aǎng,0.5
95,42.jpg,phải,phài:,0.5
102,5.jpg,là,la,0.5
102,25.jpg,nhau,wham,0.5
47,50.jpg,buổi,buoi²,0.5
47,44.jpg,chắc,chào,0.5
129,56.jpg,công,cag,0.5
130,87.jpg,chào,chaw,0.5
130,62.jpg,cách,catch,0.5
36,73.jpg,nguyên,nguyen's,0.5
145,33.jpg,hoặc,hocic,0.5
145,26.jpg,là,la,0.5
22,41.jpg,là,lă,0.5
22,40.jpg,tăng,tany,0.5
36,87.jpg,mình,minl,0.5
36,86.jpg,xe,x e,0.5
36,79.jpg,ghép,ghep',0.5
3,31.jpg,hoàn,hour,0.5
3,30.jpg,chân,chain,0.5
3,24.jpg,thác,that,0.5
121,15.jpg,bằng,bahg,0.5
111,46.jpg,quan,queen,0.5
111,44.jpg,họ,hc,0.5
145,38.jpg,nước,nuoc,0.5
145,36.jpg,khởi,khovi,0.5
22,58.jpg,đừng,dùng,0.5
130,86.jpg,công,cn,0.5
130,84.jpg,biết,biēf,0.5
36,99.jpg,nhân,whin,0.5
36,94.jpg,hiểu,hien,0.5
130,95.jpg,thỏa,thin,0.5
135,6.jpg,hành,hainh,0.5
121,11.jpg,xe,ke,0.5
121,1.jpg,nhấn,nhain,0.5
3,23.jpg,ty,try,0.5
77,60.jpg,phải,phai²,0.5
4,40.jpg,lò,lô,0.5
4,38.jpg,cảng,canq,0.5
114,94.jpg,lãnh,canh,0.5
114,86.jpg,trực,true,0.5
61,36.jpg,mà,me,0.5
61,27.jpg,tố,to,0.5
61,52.jpg,đồng,dòng,0.5
61,44.jpg,sử,sì,0.5
77,23.jpg,vàng,wang,0.5
17,90.jpg,oanh,can,0.5
137,96.jpg,gián,quán,0.5
