folder,image,ground_truth,prediction,cer_score,confidence
130,68.jpg,"đồ những ngôi mộ được chôn theo vị trí đã được qui định theo giới tính, lứa tuổi",dlrga m u ia thao  t t tar qui tnk tho gthkltue,0.6125,0.6561
7,70.jpg,"tôi đã cấp cứu kịp thời nên chồng chị qua khỏi cơn nguy kịch "". tôi",rdi ckprnn chrg h qua hrn nykht,0.6119,0.7527
70,10.jpg,đến khách sạn mua dâm nhưng ông phương lại không vào phòng đúng lúc,dh kadk san muadan nuq oy pu3q lai kuy va phmy dhaqn,0.6119,0.7109
54,33.jpg,"1, xã thạnh mỹ tây (châu phú, an giang) để gặp ông. người ta thường gọi ông là ông ba","axthar mtac chanphmi,n gan) d gpong nguaa5g öyongba",0.6118,0.699
51,37.jpg,lính đã hi sinh nay vẫn chưa tìm thấy thân xác... nhưng những dòng nhật ký của anh là,ndi nh nayv aináthan xé.. ungningdinqhajciaanla,0.6118,0.7311
2,58.jpg,"đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? hay đó là cách nói","ö  kö qué nahthny cng to,n chha satngehir? uyase cah na.",0.6111,0.6535
23,27.jpg,phúc của nhân dân.,ans es nhat d2.,0.6111,0.5879
38,72.jpg,"người phụ trách phẫu thuật giám định - cũng không cầm được xúc động : "" dù có","vo yhu+rath pha thuat qiém tah-cu klo a fic g ty:""dc",0.6104,0.7193
113,16.jpg,cho xã hội thì việc xã hội cung cấp việc làm cho anh là một,non h 1h v ctj es hi wy coy v4c lam do ad dmiore.,0.6102,0.6421
134,80.jpg,"sau hơn 30 năm bỏ công, của cất nhà tình thương cho người nghèo,","ga hnonamhc af nhahtiwhng cnginho,",0.6094,0.732
145,88.jpg,là ngay tại sea games tới. nhóm giải pháp cuối cùng chú trọng tới các,ng taagane t:.nho g php uscy cn tse,0.6087,0.637
86,85.jpg,những nét mặt xanh xao như không còn giọt máu.,auig  mat xou  ni hy n gd ma,0.6087,0.6826
144,12.jpg,cũng có một số lượng người thiếu các giấy tờ hợp pháp. chủ trương của,ug c6 mo s lang np5 7hu qhp pp.chondy c,0.6087,0.7
60,90.jpg,ubnd tỉnh lâm đồng vừa quyết định thành lập đoàn thanh tra và chỉ đạo đoàn,und tu lam  a ay  ahp dhanhoha i di d on,0.6081,0.613
40,75.jpg,tỉnh ủy cũng nhất trí với ý kiến của vks về việc tách phần liên quan đến vụ mua,tuk w7 xg n&' h'rf y kig v2ws v vi3 bq pas kn quan xkvnm,0.6076,0.6818
5,30.jpg,"cuộc hành trình gian khổ malaysia "" với chữ ký cùng địa chỉ, số hộ chiếu của 17 / 61",cuanhtrinh qanh'malayiavöchi jang thack'cháa t/,0.6071,0.7451
109,2.jpg,"niên - người thoát chết trong gang tấc - vẫn chưa hết bàng hoàng kể lại : "" lúc đó khoảng",n ng d&+hahay gag ta-ven shia hf barg hosy 'lailucd6 aháng,0.6067,0.693
77,22.jpg,"của đơn vị chỉ có vài người, chia việc ra không đủ, đành phải","cuadon u: chive guh,aha vakhag da,donpha",0.6066,0.7469
81,82.jpg,"những chú muỗi gầy có, béo có, nhỏ có, to có lần lượt lao vào ngọn","nhang ch ma ,b,nhoboc lan ar qovas n.",0.6061,0.6736
122,77.jpg,"bằng nỗi đau mất danh dự, tinh thần khi xuất hiện bài báo "" một âm","bang m6id melanduhh tanh xua'u ba b""mtam",0.6061,0.767
78,47.jpg,tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2),tctnn1tnkm2(qápdintál1t km21330.6okm2),0.6053,0.7581
20,38.jpg,"hoàn tất, đó là giấy chứng nhận quyền sử dụng đất, còn gọi là sổ đỏ, đã được","hn ta,tšda g chiy nn gny s duy dt,ca gila s's',di",0.6053,0.6472
7,62.jpg,"buổi sáng hôm ấy ràn rạt gió lào, nhang trên đài tưởng niệm thắp xong cứ cháy bùng lên",áhanrn rat qólzrha rnitungnin th ngcáhng lin,0.6047,0.6564
3,40.jpg,"nướng với nhiều tên gọi khác nhau như nam bộ, tây nam bộ, miền tây... đây",h i s gi hanhan nl nambtg nambs y..y,0.6027,0.6475
35,45.jpg,"những tờ giấy bạc còn nóng trên tay, hai người sững sờ khi thấy lơ xe, chủ hàng đồng loạt giơ",na qiay bac connyrentayhai u sty s h thj xechi hyla,0.6022,0.6762
139,77.jpg,thành,1hanl,0.6,0.6242
9,52.jpg,chiếc,thit',0.6,0.7896
54,90.jpg,đường,thing,0.6,0.5687
11,52.jpg,người,nati,0.6,0.343
141,92.jpg,ngoài,goa,0.6,0.5733
131,42.jpg,trước,tusc,0.6,0.7911
57,75.jpg,người,nyili,0.6,0.5818
141,93.jpg,người,ngutn,0.6,0.6434
128,95.jpg,người,ngu:,0.6,0.6761
11,22.jpg,trong,trmy,0.6,0.7401
34,100.jpg,tiếng,teitny,0.6,0.5805
24,12.jpg,những,nhuy,0.6,0.4043
147,82.jpg,trưng,tainy,0.6,0.7525
147,85.jpg,không,khory,0.6,0.8388
120,25.jpg,xuống,xnany,0.6,0.4537
130,76.jpg,nhiêu,thiw,0.6,0.6073
142,3.jpg,thiết,the,0.6,0.8874
23,9.jpg,trung,thury,0.6,0.7865
10,100.jpg,đường,du'ng,0.6,0.7906
4,69.jpg,người,ngn:,0.6,0.6177
69,76.jpg,không,hehong,0.6,0.5633
139,73.jpg,chứng,clhurg,0.6,0.5101
114,59.jpg,đường,hung,0.6,0.8147
133,59.jpg,nhiều,nhven,0.6,0.717
120,94.jpg,chăng,chay,0.6,0.6841
133,75.jpg,người,ngur,0.6,0.6315
5,36.jpg,người,nylai,0.6,0.5882
114,89.jpg,hoàng,ttoong,0.6,0.9264
117,48.jpg,trình,1iinh,0.6,0.6036
127,35.jpg,triệu,priam,0.6,0.5006
101,30.jpg,trước,trdai,0.6,0.5637
102,23.jpg,triển,driet,0.6,0.6001
129,84.jpg,đường,dutng,0.6,0.6635
124,51.jpg,không,phony,0.6,0.8684
129,85.jpg,tiếng,tarig,0.6,0.4684
141,6.jpg,thích,tuth,0.6,0.7864
124,21.jpg,người,nquti,0.6,0.7267
29,10.jpg,khoán,ichoan,0.6,0.8716
54,40.jpg,nhiễm,"nhier,",0.6,0.7898
39,16.jpg,trước,trusr,0.6,0.5719
134,89.jpg,nhiều,whitw,0.6,0.5761
8,97.jpg,thắng,thxy,0.6,0.721
82,76.jpg,nhiều,mliau,0.6,0.4493
133,100.jpg,trong,tny,0.6,0.4509
54,85.jpg,người,nqudi,0.6,0.7384
118,54.jpg,người,ngat,0.6,0.3861
129,14.jpg,những,nhay,0.6,0.7431
54,79.jpg,chiếc,thie',0.6,0.7807
137,17.jpg,người,ngad:,0.6,0.5597
130,90.jpg,huyện,hagen,0.6,0.6762
135,33.jpg,"một "" xách chim "" dọc tuyến đường xuyên đảo hay tại chợ",t xahcun cuc tun &tguy dk ay to:eh,0.6,0.6377
91,23.jpg,ngược,ng:u3c,0.6,0.5947
50,37.jpg,khẳng,ich&ng,0.6,0.7293
6,93.jpg,không,achong,0.6,0.8296
10,89.jpg,trách,tral,0.6,0.8258
142,5.jpg,những,mhumg,0.6,0.5295
1,1.jpg,trước,trit,0.6,0.4526
86,1.jpg,không,hhony,0.6,0.4883
12,58.jpg,xương,ating,0.6,0.5967
138,16.jpg,hương,haony,0.6,0.6475
104,12.jpg,chúng,huig,0.6,0.3604
12,80.jpg,đường,duong,0.6,0.5579
104,2.jpg,không,phhong,0.6,0.7297
145,35.jpg,thông,th6 mg,0.6,0.6317
83,85.jpg,người,ngust,0.6,0.5942
91,31.jpg,trình,tiith,0.6,0.6826
95,100.jpg,thành,tlanl,0.6,0.7376
104,4.jpg,chúng,clunig,0.6,0.5105
70,39.jpg,trong,hrarg,0.6,0.3295
132,93.jpg,triệu,tr&,0.6,0.6325
114,69.jpg,thạnh,ehanl,0.6,0.7571
132,20.jpg,tượng,tucnp,0.6,0.7341
25,40.jpg,nhưng,nnuny,0.6,0.7766
144,65.jpg,triển,thir,0.6,0.5971
45,57.jpg,những,nlhwny,0.6,0.4896
41,36.jpg,những,nluing,0.6,0.822
75,96.jpg,ngoài,ngi.,0.6,0.5411
41,19.jpg,không,thaong,0.6,0.5312
142,26.jpg,khủng,iching,0.6,0.8267
102,8.jpg,huyện,huer,0.6,0.7632
121,91.jpg,vừa hoàn thành là cầu bình triệu 2.,wehan tta  ca hinh the2.,0.6,0.5926
50,96.jpg,thông,tany,0.6,0.6082
31,29.jpg,người,ngut,0.6,0.4084
102,1.jpg,người,nguiv,0.6,0.7041
72,100.jpg,lượng,lu'ong,0.6,0.5751
32,30.jpg,lượng,lgny,0.6,0.5695
59,80.jpg,khiếp,hhin,0.6,0.7595
60,8.jpg,khách,ichach,0.6,0.7227
21,97.jpg,nhưng,mhuing,0.6,0.7295
98,93.jpg,quyết,qumpy,0.6,0.4304
101,54.jpg,không,lchong,0.6,0.6183
84,98.jpg,trước,truct,0.6,0.8312
29,41.jpg,chánh,chal,0.6,0.8918
33,15.jpg,triệu,tier,0.6,0.592
23,78.jpg,không,ktn,0.6,0.3726
50,6.jpg,chiếc,che',0.6,0.6402
53,4.jpg,chính,ohnnd,0.6,0.4293
122,83.jpg,người,ngud,0.6,0.7631
86,40.jpg,thiết,ther,0.6,0.923
147,11.jpg,chính,hi'nh,0.6,0.8386
58,71.jpg,không,chongy,0.6,0.811
92,49.jpg,trọng,orony,0.6,0.6777
107,53.jpg,tương,tul3ng,0.6,0.4979
86,20.jpg,phước,phust,0.6,0.7857
84,94.jpg,những,mhtny,0.6,0.6667
57,45.jpg,những,whuny,0.6,0.4193
101,75.jpg,thông,thifrg,0.6,0.5453
102,51.jpg,trước,trior,0.6,0.5393
103,91.jpg,thoái,fhols,0.6,0.7302
109,52.jpg,người,ngubr,0.6,0.7662
109,60.jpg,những,mhingy,0.6,0.8361
103,95.jpg,"có người cho tiền mua sẵn bia đá để đó, ai cần thì cho... chú ơi, dân nghèo","có ruei ch  mua an a ddd,ac nido...ch dhh",0.6,0.7346
133,43.jpg,hoàng,hiny,0.6,0.8216
54,67.jpg,phòng,phay,0.6,0.7189
11,93.jpg,phiên,nhen,0.6,0.5937
44,13.jpg,thành,tan,0.6,0.7601
123,45.jpg,ngành,gaah,0.6,0.7457
109,81.jpg,nhưng,nluing,0.6,0.7461
57,23.jpg,những,mhuing,0.6,0.8119
93,62.jpg,nhiều,nhie'n,0.6,0.6669
119,83.jpg,hoạch,hoant,0.6,0.4738
34,64.jpg,thành,shanl,0.6,0.7964
1,43.jpg,trình,hrand,0.6,0.574
121,100.jpg,không,dhuny,0.6,0.5967
120,58.jpg,chính,clinn,0.6,0.7957
1,27.jpg,người,ngud:,0.6,0.7963
40,49.jpg,trong,temg,0.6,0.8251
118,77.jpg,không,kkhog,0.6,0.4715
118,17.jpg,chóng,choy,0.6,0.511
119,97.jpg,hưởng,luong,0.6,0.5753
18,79.jpg,tiếng,thisig,0.6,0.6427
85,86.jpg,huống,huiy,0.6,0.7298
131,52.jpg,triệu,hiau,0.6,0.514
48,61.jpg,quyết,tyct,0.6,0.4847
28,63.jpg,triển,tn'en,0.6,0.7334
75,18.jpg,duyệt,diyr,0.6,0.5674
28,76.jpg,chính,thiny,0.6,0.7208
27,30.jpg,nhiều,nhui,0.6,0.7833
86,3.jpg,triển,teie'n,0.6,0.7704
48,81.jpg,người,nglin,0.6,0.5564
57,89.jpg,không,khary,0.6,0.5678
131,11.jpg,chúng,chiniy,0.6,0.8028
86,5.jpg,thuận,thnam,0.6,0.8149
118,85.jpg,hoàng,hoary,0.6,0.5883
80,28.jpg,vương,v28nq,0.6,0.6986
86,7.jpg,tiếng,tangy,0.6,0.6301
4,13.jpg,quyền,ohuyen,0.6,0.7061
21,43.jpg,trước,truoc',0.6,0.7624
95,37.jpg,nhưng,mhuing,0.6,0.7315
10,23.jpg,thẳng,thay,0.6,0.6053
103,89.jpg,trông,tug,0.6,0.3659
103,69.jpg,cường,clony,0.6,0.5921
14,99.jpg,đường,ching,0.6,0.743
103,72.jpg,không,bhany,0.6,0.5896
122,68.jpg,triển,tuen,0.6,0.734
23,51.jpg,thắng,thay,0.6,0.705
102,66.jpg,thành,thtul,0.6,0.7405
27,27.jpg,người,ngin,0.6,0.5157
102,82.jpg,thiếu,tit,0.6,0.5593
77,86.jpg,nhiều,mhien,0.6,0.8574
85,100.jpg,nhưng,tthang,0.6,0.6046
61,29.jpg,thoại,thecu,0.6,0.7686
78,29.jpg,nhưng,nnuing,0.6,0.8094
139,52.jpg,người,nguioi,0.6,0.7182
113,7.jpg,nhiệm,nhizin,0.6,0.7777
37,83.jpg,chính,cha2,0.6,0.709
92,31.jpg,thành,tha,0.6,0.9964
124,31.jpg,người,ngudn,0.6,0.6098
98,25.jpg,những,mhens,0.6,0.5287
130,51.jpg,người,ngie,0.6,0.3961
72,25.jpg,chúng,thuing,0.6,0.8567
6,11.jpg,người,nqudi,0.6,0.8477
6,12.jpg,tượng,tuny,0.6,0.9337
130,23.jpg,khẳng,lchang,0.6,0.7367
22,94.jpg,cương,clubng,0.6,0.6886
53,59.jpg,chiếc,ehist,0.6,0.7228
98,36.jpg,trình,thimh,0.6,0.8216
34,14.jpg,người,nguir,0.6,0.7868
129,21.jpg,người,nguo.,0.6,0.7267
37,97.jpg,trong,hony,0.6,0.7469
22,80.jpg,tượng,lveng,0.6,0.7333
91,37.jpg,không,dehong,0.6,0.736
103,8.jpg,phước,phut,0.6,0.7979
103,7.jpg,phước,phia,0.6,0.8684
22,57.jpg,không,hhony,0.6,0.6751
89,25.jpg,ngoài,nqvai,0.6,0.6963
37,91.jpg,những,nhiy,0.6,0.6252
69,49.jpg,người,nguv,0.6,0.5206
123,92.jpg,chúng,chuney,0.6,0.7648
14,45.jpg,thuộc,tduor,0.6,0.663
51,69.jpg,thuốc,tuoe,0.6,0.4775
34,10.jpg,người,ng ugi,0.6,0.7612
99,3.jpg,không,thons,0.6,0.6945
137,90.jpg,thống,thor,0.6,0.7281
127,53.jpg,quyết,quge4,0.6,0.8105
48,8.jpg,thành,thawn,0.6,0.8536
131,48.jpg,ngoài,ngas,0.6,0.6743
131,54.jpg,trình,thind,0.6,0.7651
5,81.jpg,chúng,chunay,0.6,0.8159
123,32.jpg,khiến,kthin',0.6,0.7358
14,34.jpg,chúng,clig,0.6,0.5785
28,36.jpg,ruồng,rna,0.6,0.604
72,86.jpg,người,nqudi,0.6,0.7645
47,83.jpg,những,whany,0.6,0.6474
10,20.jpg,người,ngub,0.6,0.8205
83,62.jpg,trước,tru'éc,0.6,0.6602
25,25.jpg,phòng,ph,0.6,0.5374
28,15.jpg,nhưng,ahuing,0.6,0.5773
112,15.jpg,không,blong,0.6,0.437
47,42.jpg,những,nhiy,0.6,0.6735
15,78.jpg,hoàng,hany,0.6,0.5972
111,51.jpg,đường,ahang,0.6,0.6105
33,62.jpg,tuyết,twret,0.6,0.7117
4,81.jpg,thành,thamy,0.6,0.9458
72,81.jpg,miệng,mitry,0.6,0.7085
139,29.jpg,trong,hovg,0.6,0.689
118,40.jpg,người,nguil,0.6,0.6798
115,23.jpg,tượng,thitng,0.6,0.68
136,30.jpg,hưởng,huiny,0.6,0.7215
116,1.jpg,trình,trdo,0.6,0.4286
25,14.jpg,triển,fren,0.6,0.714
12,6.jpg,những,nhuy,0.6,0.686
108,38.jpg,trong,frnang,0.6,0.5918
65,100.jpg,thiết,rhet,0.6,0.7471
39,72.jpg,ngành,yhinh,0.6,0.5376
145,62.jpg,những,nhuiny,0.6,0.7402
52,100.jpg,"luật, chính quyền sai phạm về thủ tục quản lý, sao người dân",hnacayuy p&m sav'th tnc qudw dj1sao ngj dan,0.6,0.7358
25,1.jpg,tiếng,theny,0.6,0.7183
60,81.jpg,nhiều,hiii,0.6,0.5277
98,61.jpg,chúng,chut',0.6,0.5742
98,59.jpg,người,ngriai,0.6,0.6734
62,75.jpg,thông,thory,0.6,0.8456
53,28.jpg,những,nlting,0.6,0.6163
38,68.jpg,người,ng uo,0.6,0.8069
38,64.jpg,ngành,nghank,0.6,0.9716
13,8.jpg,quyết,auget,0.6,0.5623
38,61.jpg,chính,hinl,0.6,0.9191
56,33.jpg,người,ngpir,0.6,0.6716
116,41.jpg,nhiều,nhvea,0.6,0.8209
56,32.jpg,không,tahong,0.6,0.7418
105,44.jpg,phanh,plonl,0.6,0.7558
98,96.jpg,huyện,hyi,0.6,0.5836
113,89.jpg,trọng,erons,0.6,0.5141
143,80.jpg,nhưng,nlhuing,0.6,0.7697
52,63.jpg,chừng,cha ny,0.6,0.668
65,46.jpg,trước,tui'c,0.6,0.6692
94,15.jpg,triển,tnen,0.6,0.7946
70,52.jpg,tháng,thay,0.6,0.8977
100,59.jpg,thông,thory,0.6,0.7585
38,73.jpg,trình,lounh,0.6,0.5839
113,65.jpg,người,nquti,0.6,0.8936
30,1.jpg,người,nqui,0.6,0.4713
79,9.jpg,dương,dutny,0.6,0.6956
16,57.jpg,thuốc,tu&t,0.6,0.5829
22,25.jpg,chẳng,hony,0.6,0.6813
66,89.jpg,nhàng,nhary,0.6,0.6015
83,28.jpg,trước,thaoc,0.6,0.5577
146,86.jpg,nhiều,nhuer,0.6,0.5624
96,95.jpg,không,hhig,0.6,0.6476
81,29.jpg,luống,luoy,0.6,0.7251
26,20.jpg,không,frhong,0.6,0.7058
69,18.jpg,nghĩa,mghin,0.6,0.6613
149,93.jpg,những,nhuw,0.6,0.7282
68,20.jpg,nghĩa,whia,0.6,0.3807
17,51.jpg,không,lhony,0.6,0.5932
145,99.jpg,không,anhong,0.6,0.694
56,13.jpg,người,nguis,0.6,0.6092
150,5.jpg,thông,trongs,0.6,0.7161
42,80.jpg,chính,chis,0.6,0.7938
67,59.jpg,người,ngu:,0.6,0.7604
106,48.jpg,người,ng,0.6,0.9219
46,93.jpg,triển,thun,0.6,0.6063
100,46.jpg,chiến,chuied,0.6,0.8211
121,30.jpg,đường,tuing,0.6,0.5106
98,52.jpg,những,nhay,0.6,0.8474
87,4.jpg,người,ngut,0.6,0.6785
83,27.jpg,chích,chia,0.6,0.8137
66,41.jpg,quyền,opuyin,0.6,0.7766
125,18.jpg,nhưng,mhu ng,0.6,0.6826
126,2.jpg,thành,phand,0.6,0.7146
83,11.jpg,nhưng,nluing,0.6,0.8078
125,35.jpg,phước,phioe,0.6,0.3801
105,92.jpg,khách,hhah,0.6,0.6515
81,1.jpg,những,nhilr,0.6,0.5635
148,93.jpg,trình,tinl,0.6,0.7461
17,21.jpg,quyền,pyin,0.6,0.6245
122,31.jpg,nhưng,nhulhg,0.6,0.788
100,19.jpg,không,ichong,0.6,0.8828
74,99.jpg,người,ngudc,0.6,0.6555
100,69.jpg,phòng,phoy,0.6,0.8756
87,27.jpg,thiếu,ther,0.6,0.7917
13,6.jpg,phước,phug',0.6,0.5978
116,98.jpg,người,nguar,0.6,0.5877
74,83.jpg,thông,thouy,0.6,0.6462
7,35.jpg,chồng,clumg,0.6,0.591
104,65.jpg,triệu,taiew,0.6,0.7821
149,12.jpg,triển,tnit',0.6,0.6386
116,12.jpg,người,ngu::,0.6,0.605
108,8.jpg,thành,fhan!,0.6,0.5931
116,48.jpg,những,nhur?,0.6,0.6838
74,50.jpg,những,nluny,0.6,0.6391
106,31.jpg,trách,mach,0.6,0.815
7,46.jpg,nhiễm,mham,0.6,0.6037
73,85.jpg,khẳng,ming,0.6,0.7372
97,42.jpg,khách,phoih,0.6,0.7059
148,94.jpg,thiệu,mhin,0.6,0.6841
44,65.jpg,chiếc,his',0.6,0.6634
88,99.jpg,khách,thath,0.6,0.7488
38,46.jpg,đường,duong,0.6,0.7879
46,91.jpg,không,lchong,0.6,0.8429
52,52.jpg,thông,thory,0.6,0.8139
50,82.jpg,biển đông.,bih.ong,0.6,0.4096
126,45.jpg,thiết,thei,0.6,0.8215
111,24.jpg,chiến,chwik,0.6,0.6742
143,44.jpg,hưởng,huling,0.6,0.6347
145,22.jpg,triển,truer,0.6,0.6231
3,96.jpg,tương,hidng,0.6,0.7781
71,77.jpg,chứng,ehuing,0.6,0.7109
35,65.jpg,lương,laarg,0.6,0.5885
35,72.jpg,quyền,quygir,0.6,0.5659
115,82.jpg,không,thony,0.6,0.6506
145,91.jpg,thiệp,ther,0.6,0.8446
7,41.jpg,luyện,enyen,0.6,0.6094
84,34.jpg,phiêu,phut,0.6,0.8337
106,6.jpg,thành,t hcmh,0.6,0.7425
38,4.jpg,chiến,hits,0.6,0.6439
138,42.jpg,nhưng,nhury,0.6,0.7442
90,49.jpg,không,chmg,0.6,0.622
143,62.jpg,thuận,hunan,0.6,0.6371
44,79.jpg,trách,tna'ch,0.6,0.9116
143,51.jpg,phiên,plier,0.6,0.6612
150,58.jpg,huyện,lhuyer,0.6,0.6866
71,84.jpg,xuồng,afng,0.6,0.3726
97,45.jpg,những,nham,0.6,0.8105
121,34.jpg,những,mhnlng,0.6,0.6027
44,88.jpg,không,ichong,0.6,0.8
49,77.jpg,chiếc,chai,0.6,0.5417
71,66.jpg,prông,promy,0.6,0.881
44,95.jpg,không,thony,0.6,0.8515
138,91.jpg,ngoài,nqoci:,0.6,0.7161
104,73.jpg,chiến,cher,0.6,0.6372
8,9.jpg,không,hany,0.6,0.7756
6,84.jpg,tiếng,tiéin,0.6,0.6303
110,64.jpg,trách,bach,0.6,0.8251
71,57.jpg,thắng,thaiy,0.6,0.6734
64,84.jpg,ngược,ngu'oc,0.6,0.7255
19,25.jpg,trong bộ máy nhà nước của chúng tôi. người dân tuân thủ đúng pháp,trorg 1 mq nmuzcckg +si.ng5i damnnthg pk,0.6,0.6438
114,61.jpg,trượt,tnugt,0.6,0.6691
144,85.jpg,quyền,myin,0.6,0.823
64,97.jpg,hưởng,cuang,0.6,0.2364
141,32.jpg,thống,dhaig,0.6,0.6573
17,61.jpg,người,ng uii,0.6,0.577
88,94.jpg,trước,triss,0.6,0.4923
81,81.jpg,phóng,"phon:,",0.6,0.7229
8,1.jpg,không,lchang,0.6,0.5562
62,46.jpg,không,l<hong,0.6,0.7589
150,26.jpg,người,ngir,0.6,0.6742
90,75.jpg,chừng,heny,0.6,0.385
94,22.jpg,không,lhorg,0.6,0.7652
106,65.jpg,thiện,clin,0.6,0.6615
149,24.jpg,chính,cuhh,0.6,0.5896
149,34.jpg,nhiễm,mhem,0.6,0.6416
46,46.jpg,người,ngur,0.6,0.8383
74,27.jpg,thành,thal,0.6,0.6711
64,61.jpg,không,fhany,0.6,0.3685
19,66.jpg,nhiều,mhien,0.6,0.7763
105,36.jpg,nhiên,nlie,0.6,0.7845
67,75.jpg,người,ngut,0.6,0.9127
7,88.jpg,trước,trube,0.6,0.7306
41,57.jpg,không,flung,0.6,0.5601
13,48.jpg,không,ichong,0.6,0.8095
147,72.jpg,trạng,tany,0.6,0.8549
24,65.jpg,khẳng,khary,0.6,0.7475
68,38.jpg,chiều,hiaw,0.6,0.7782
68,48.jpg,khoản,juhoan,0.6,0.6191
98,42.jpg,phước,phie,0.6,0.5113
24,29.jpg,huyện,hiysr,0.6,0.7306
121,96.jpg,đường,dvvng,0.6,0.4067
52,9.jpg,không,hhog,0.6,0.7028
121,84.jpg,nhiều,mhiar,0.6,0.7398
78,75.jpg,chỉ thị khẩn của chính phủ đã ban hành... kỳ trước : từ quán,h th his chk ph tbn kk.. tri.ttqus,0.6,0.5389
110,18.jpg,trong,"""nony",0.6,0.7575
96,65.jpg,người,ngwot,0.6,0.6653
94,13.jpg,nhiệm,n-hicn,0.6,0.6936
112,92.jpg,thích,the,0.6,0.3729
11,15.jpg,những,rhaug,0.6,0.374
114,31.jpg,ngoài,ingoa,0.6,0.6166
59,50.jpg,không,khay,0.6,0.5959
114,19.jpg,nhưng,nhu'rg,0.6,0.8468
59,58.jpg,đường,ding,0.6,0.5671
144,92.jpg,hưởng,duvng,0.6,0.4533
106,93.jpg,không,lahong,0.6,0.5071
144,38.jpg,nhưng,nuig,0.6,0.3778
53,74.jpg,những,nhiy,0.6,0.4782
53,72.jpg,nghĩa,rgihza,0.6,0.6741
44,94.jpg,trình,tril,0.6,0.7086
24,80.jpg,khẳng,plang,0.6,0.3471
67,22.jpg,nhưng,nluing,0.6,0.828
108,46.jpg,trong,trry,0.6,0.8161
125,48.jpg,những,niny,0.6,0.6377
22,28.jpg,trong,trmy,0.6,0.6942
37,9.jpg,quyền,gnyen,0.6,0.6355
108,67.jpg,trung,tuy,0.6,0.5895
74,68.jpg,tượng,rlong,0.6,0.7922
42,42.jpg,người,ng&n,0.6,0.7194
104,30.jpg,thùng,thum,0.6,0.6041
108,75.jpg,thành,4ranh,0.6,0.5747
110,52.jpg,đường,tiong,0.6,0.6409
37,11.jpg,chúng,chury,0.6,0.8765
17,72.jpg,thanh,hhanll,0.6,0.8679
68,43.jpg,chồng,okong,0.6,0.8939
125,60.jpg,khủng,thhung,0.6,0.6417
108,31.jpg,người,nyi,0.6,0.5821
114,84.jpg,"thấy mẹ che dụm bên góc hè nấu ăn khổ cực, nó nói cuối năm lĩnh tiền về làm cho mẹ","thaf mechedum ben q  nn uöul,n norcuan nhivamome",0.5976,0.7316
93,23.jpg,trống hầu. bs hà vừa chẩn đoán bệnh vừa an ủi và động viên tinh thần. đdv kim,rönghásh va h d h vaanádng vin mnavkim,0.5974,0.6737
58,53.jpg,thứ trưởng bộ tài nguyên & môi trường đặng hùng võ cho biết dự thảo nghị,thá bui8ng b ta ag2m hrg ag thrg v & bá du tr y&,0.5972,0.706
122,57.jpg,"thông qua 20 hội nghị truyền hình có sự tham gia của các quốc gia, những",thng gua dogh t kinh tagaá quga nkin,0.5972,0.7106
118,62.jpg,tôi chưa kịp hình dung ông sẽ làm gì với cheo lưới này thì ông,c chh kip cung oqon q ucho ak ny thqng,0.5968,0.7121
17,26.jpg,tổ chức tịch thu của những người bán rong trên đường hoặc,tdk hch thu u hug qun bo hmg thn ung,0.5965,0.7643
108,45.jpg,là những nơi tập trung ăn nhậu rầm rộ nhất. thú rừng ở các làng nướng,a nha ni  ung an nha h nhathndy  ly nda,0.5942,0.6684
54,7.jpg,thế nào? ông lịch thông tin 16 chương trình phát triển các ngành,h ma öng ethöq inscchung k phti cngan,0.5938,0.6897
139,64.jpg,"cuộc sống vẫn chào đón họ với nv2, nv3. quan trọng là họ đã","cue hnq &n&ui nve,nv3. qan tny l",0.5932,0.6475
13,73.jpg,800 triệu đồng ủng hộ bệnh nhân nghèo. 800 triệu đồng là số,"80o in daj mj hg bin maam naio, roo tha anj la s",0.5932,0.6764
120,100.jpg,từ 12 g khuya 13 đến rạng sáng 14 họ đã tìm được xác 19 người. đau lòng,t12g huyn1sang sag 14dtin tuxc a1g ngaung,0.5915,0.7296
137,97.jpg,"dâm mà chỉ có ba đối tượng đi mua dâm? "". đặc biệt, trong vụ án đang được",an nt du! la di nag di muadan?* od bik mg vy an dangln,0.589,0.6882
2,52.jpg,cùng chiếc xe gắn máy đã bị lọt xuống một cái hố giữa trời đêm tối đen. lật lại vụ án csgt,aing ckal ve q maj  .dot xusg möf  hs'qi tm to n.latai wacs6t,0.5889,0.6851
63,26.jpg,"bại. trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao nghị","tr de, anh crig dn oa hca nam ho,idaong",0.5882,0.6829
47,91.jpg,tỏa khắp căn nhà.,te khappouphs.,0.5882,0.6285
147,75.jpg,tính ra một tháng có 1.500 kg thịt rừng vào bụng con người. như vậy một năm,tkh na mt fh 1.5oo ky hauy oa uy connginho&ynm,0.5867,0.6532
62,52.jpg,"cùng mua dâm người vị thành niên, nhưng người bị tội, người vô can. ngay ngày",ng ma lan nqi thanh n nugnqiibi i nvcanng,0.5844,0.6688
